eval_count,avg,std,min,max,best_individual
14,0.3085887380255213,0.3073212523654921,-0.0417656130908942,0.7479594402648886,"add(subtract(d, d), add(e, e))"
18,0.37074345615592375,0.2926822187108756,0.062055648577780724,0.7479594402648886,"add(subtract(d, d), add(e, e))"
22,0.4257172819582872,0.2812350816326118,0.062055648577780724,0.7479594402648886,"add(subtract(d, d), add(e, e))"
26,0.4837252214019944,0.2642964904125657,0.062055648577780724,0.7479594402648886,"add(subtract(d, d), add(e, e))"
30,0.5492201898714033,0.23933064715458027,0.062055648577780724,0.7479594402648886,"add(subtract(d, d), add(e, e))"
34,0.599088448138291,0.1762743684804652,0.10280447204965165,0.7479594402648886,"add(subtract(d, d), add(e, e))"
38,0.6178105690401141,0.18108373336176983,0.10280447204965165,0.7479594402648886,"add(subtract(d, d), add(e, e))"
42,0.6356084421843834,0.18807673665037025,0.10280447204965165,0.7882227161742186,"add(subtract(d, d), add(e, b))"
46,0.6356084421843834,0.18807673665037025,0.10280447204965165,0.7882227161742186,"add(subtract(d, d), add(e, b))"
50,0.6441414909764713,0.18728435141579022,0.10280447204965165,0.7882227161742186,"add(subtract(d, d), add(e, b))"
54,0.6457772285135697,0.18753163387026295,0.10280447204965165,0.7882227161742186,"add(subtract(d, d), add(e, b))"
57,0.6457772285135697,0.18753163387026295,0.10280447204965165,0.7882227161742186,"add(subtract(d, d), add(e, b))"
61,0.7036437244591036,0.04964911135429733,0.613346425468174,0.7882227161742186,"add(subtract(d, d), add(e, b))"
66,0.7064843173884483,0.04910884535830862,0.613346425468174,0.7882227161742186,"add(subtract(d, d), add(e, b))"
70,0.7081200549255466,0.047962601124018255,0.613346425468174,0.7882227161742186,"add(subtract(d, d), add(e, b))"
74,0.7081200549255466,0.047962601124018255,0.613346425468174,0.7882227161742186,"add(subtract(d, d), add(e, b))"
77,0.7081200549255466,0.047962601124018255,0.613346425468174,0.7882227161742186,"add(subtract(d, d), add(e, b))"
81,0.7179121255864864,0.03615678061111889,0.6814694315049924,0.7882227161742186,"add(subtract(d, d), add(e, b))"
85,0.7270311077924794,0.03729711456244781,0.6814694315049924,0.7882227161742186,"add(subtract(d, d), add(e, b))"
89,0.737706436259402,0.03799956283734732,0.6814694315049924,0.7882227161742186,"add(subtract(d, d), add(e, b))"
93,0.7483817647263246,0.03562209316170627,0.6814694315049924,0.7882227161742186,"add(subtract(d, d), add(e, b))"
97,0.7524080923172576,0.037569063240704366,0.6814694315049924,0.7882227161742186,"add(subtract(d, d), add(e, b))"
101,0.7590570931932472,0.02942745301346477,0.7098753607984383,0.7882227161742186,"add(subtract(d, d), add(e, b))"
