eval_count,avg,std,min,max,best_individual
54,0.0951841259429176,0.18510398598601438,-0.24570930324796322,0.5170618054818511,"add(e, b)"
58,0.0974212374527848,0.1847607981213513,-0.24570930324796322,0.5170618054818511,"add(e, b)"
62,0.10706545533432207,0.1888266832973122,-0.24570930324796322,0.5170618054818511,"add(e, b)"
66,0.11570336275259883,0.1922063793130141,-0.24570930324796322,0.5170618054818511,"add(e, b)"
70,0.12443116620969588,0.19774060687908318,-0.24570930324796322,0.5170618054818511,"add(e, b)"
74,0.13481494158475815,0.20088288741237584,-0.24570930324796322,0.5170618054818511,"add(e, b)"
78,0.1360136560948455,0.20000052244664063,-0.24570930324796322,0.5170618054818511,"add(e, b)"
82,0.1367089878710099,0.19951925215828295,-0.24570930324796322,0.5170618054818511,"add(e, b)"
86,0.14718603176531647,0.20585178449268282,-0.24570930324796322,0.5263807390976674,"add(subtract(add(e, d), protected_sqrt(c)), protected_sqrt(protected_sqrt(c)))"
90,0.15703104359361228,0.20877245028379907,-0.24570930324796322,0.5263807390976674,"add(subtract(add(e, d), protected_sqrt(c)), protected_sqrt(protected_sqrt(c)))"
94,0.15772148252571128,0.20835782722021795,-0.24570930324796322,0.5263807390976674,"add(subtract(add(e, d), protected_sqrt(c)), protected_sqrt(protected_sqrt(c)))"
98,0.1587028092371475,0.20748117752820983,-0.24570930324796322,0.5263807390976674,"add(subtract(add(e, d), protected_sqrt(c)), protected_sqrt(protected_sqrt(c)))"
102,0.1601332473797579,0.20667796986019324,-0.24570930324796322,0.5263807390976674,"add(subtract(add(e, d), protected_sqrt(c)), protected_sqrt(protected_sqrt(c)))"
