eval_count,avg,std,min,max,best_individual
15,0.0422845869154269,0.07671161999334099,-0.06160211323612761,0.2129212736325645,"multiply(multiply(protected_div(d, d), add(a, a)), protected_sqrt(protected_div(add(protected_div(e, e), protected_div(c, b)), protected_div(square(b), multiply(c, d)))))"
19,0.07237024535515255,0.12848967117382407,-0.06160211323612761,0.3843335781126519,"add(a, a)"
23,0.1149343140409009,0.15960365483422215,-0.06160211323612761,0.4117695474441257,"add(a, d)"
27,0.13980217202947734,0.17197626302164756,-0.06160211323612761,0.4117695474441257,"add(a, d)"
31,0.1663656973878269,0.16030785254633387,-0.06160211323612761,0.4117695474441257,"add(a, d)"
35,0.17930092225179337,0.15831140457249568,-0.06160211323612761,0.4117695474441257,"add(a, d)"
39,0.2026830738104492,0.13681141526892537,0.006446215115598168,0.4117695474441257,"add(a, d)"
44,0.2322393033973431,0.1223905895746615,0.029810844304913472,0.4117695474441257,"add(a, d)"
48,0.2322393033973431,0.1223905895746615,0.029810844304913472,0.4117695474441257,"add(a, d)"
52,0.2322393033973431,0.1223905895746615,0.029810844304913472,0.4117695474441257,"add(a, d)"
56,0.2527554686527155,0.13407091394251094,0.029810844304913472,0.4180829261862883,"add(multiply(protected_div(d, d), add(a, a)), d)"
60,0.27106651158548056,0.113260590802038,0.049293633268941255,0.4180829261862883,"add(multiply(protected_div(d, d), add(a, a)), d)"
64,0.291582676840853,0.11929100610938145,0.049293633268941255,0.4180829261862883,"add(multiply(protected_div(d, d), add(a, a)), d)"
67,0.291582676840853,0.11929100610938145,0.049293633268941255,0.4180829261862883,"add(multiply(protected_div(d, d), add(a, a)), d)"
71,0.31685416461241256,0.08793274579279543,0.17221940235043093,0.4180829261862883,"add(multiply(protected_div(d, d), add(a, a)), d)"
75,0.32570796925704615,0.09041457547731002,0.17221940235043093,0.4180829261862883,"add(multiply(protected_div(d, d), add(a, a)), d)"
79,0.3366840729055615,0.09348162225615962,0.17221940235043093,0.4180829261862883,"add(multiply(protected_div(d, d), add(a, a)), d)"
83,0.3483648517228045,0.07826000360100334,0.2129212736325645,0.4180829261862883,"add(multiply(protected_div(d, d), add(a, a)), d)"
86,0.3483648517228045,0.07826000360100334,0.2129212736325645,0.4180829261862883,"add(multiply(protected_div(d, d), add(a, a)), d)"
90,0.36550608217081326,0.06423149558884167,0.2129212736325645,0.4180829261862883,"add(multiply(protected_div(d, d), add(a, a)), d)"
94,0.3732636672542121,0.06466443514183565,0.2129212736325645,0.4180829261862883,"add(multiply(protected_div(d, d), add(a, a)), d)"
98,0.37600726418991604,0.06565042144984726,0.2129212736325645,0.4180829261862883,"add(multiply(protected_div(d, d), add(a, a)), d)"
102,0.3843768832768394,0.04701592613920387,0.28902719052286113,0.4180829261862883,"add(multiply(protected_div(d, d), add(a, a)), d)"
